Date,DX-Y.NYB,linear,log_price,base100
2019-11-22,98.2699966430664,0.9999999999999996,-1.3487475025719675e-16,99.75636434071724
2019-11-25,98.31999969482422,1.0005088333516423,0.0005087039398502463,99.80712370593243
2019-11-26,98.25,0.999796513241584,-0.0002035074646551398,99.73606524150624
2019-11-27,98.41000366210938,1.0014247178571853,0.001423703909644601,99.8984890143614
2019-11-29,98.2699966430664,0.9999999999999994,-1.489693784995083e-16,99.75636434071724
2019-12-02,97.86000061035156,0.995827861537392,-0.004180866116061116,99.34016697616144
2019-12-03,97.73999786376953,0.994606708075691,-0.00540788822827327,99.21834914652008
2019-12-04,97.6500015258789,0.9936909012072171,-0.006329085265337781,99.12699158288287
2019-12-05,97.41000366210938,0.9912486719208843,-0.008789845836363011,98.88336366839187
2019-12-06,97.69999694824219,0.9941996569217906,-0.005817230401295413,99.17774320330628
2019-12-09,97.63999938964844,0.9935891190094747,-0.006431518940306582,99.11683816088147
2019-12-10,97.41000366210938,0.9912486719208842,-0.008789845836363046,98.88336366839187
2019-12-11,97.16000366210938,0.9887046604368088,-0.011359616388521367,98.62958233189948
2019-12-12,97.4000015258789,0.9911468897231417,-0.008892531899428565,98.87321024639049
2019-12-13,97.16999816894531,0.988806364997482,-0.011256755206505443,98.63972800910912
2019-12-16,97.06999969482422,0.9877887759312657,-0.012286393633764119,98.53821702347051
2019-12-17,97.20999908447266,0.9892134161513824,-0.01084518079908477,98.68033395232291
2019-12-18,97.41000366210938,0.9912486719208841,-0.008789845836363082,98.88336366839187
2019-12-19,97.41999816894531,0.9913503764815572,-0.008687248631099239,98.89350934560149
2019-12-20,97.70999908447266,0.994301439119533,-0.005714859627616638,99.18789662530767
2019-12-23,97.66000366210938,0.9937926834049594,-0.006226662081952006,99.13714500488425
2019-12-24,97.6500015258789,0.993690901207217,-0.00632908526533763,99.12699158288287
2019-12-26,97.58999633789062,0.9930802856578319,-0.006943766586113699,99.06607879566629
2019-12-27,96.91999816894531,0.9862623535134067,-0.013832881158134535,98.38594667261673
2019-12-30,96.73999786376953,0.9844306621393898,-0.01569181290137245,98.20322380055055
2019-12-31,96.38999938964844,0.9808690615890983,-0.0193163027502533,97.84793147841955
2020-01-02,96.8499984741211,0.9855500334033485,-0.014555384116094604,98.31488820819054
2020-01-03,96.83999633789062,0.9854482512056061,-0.01465866396025035,98.30473478618916
2020-01-06,96.66999816894531,0.9837183420293315,-0.016415660678803498,98.13216533612436
2020-01-07,96.9800033569336,0.9868729690627919,-0.013213951922120016,98.4468594598333
2020-01-08,97.30000305175781,0.9901293006569256,-0.00991973765764912,98.77169926075187
2020-01-09,97.44999694824219,0.9916556454377154,-0.008379363576595727,98.9239618668139
2020-01-10,97.36000061035156,0.9907398385692415,-0.009303303265735986,98.83260430317668
2020-01-13,97.3499984741211,0.9906380563714992,-0.009406042069971003,98.8224508811753
2020-01-14,97.37000274658203,0.990841620766984,-0.009200575015678586,98.84275772517807
2020-01-15,97.2300033569336,0.9894169805468674,-0.010639417866762495,98.70064079632569
2020-01-16,97.31999969482422,0.9903327874153413,-0.009714243434500796,98.79199835996289
2020-01-17,97.61000061035156,0.9932838500533169,-0.006738804774190319,99.08638563966907
2020-01-21,97.52999877929688,0.9924697477455162,-0.007558747746282764,99.00517375324148
2020-01-22,97.52999877929688,0.9924697477455162,-0.007558747746282764,99.00517375324148
2020-01-23,97.69000244140625,0.9940979523611175,-0.005919533557811633,99.16759752609666
2020-01-24,97.8499984741211,0.9957260793396497,-0.00428307996600173,99.33001355416008
2020-01-27,97.95999908447266,0.9968454506036085,-0.0031595354759888445,99.44167796180005
2020-01-28,98.0199966430664,0.9974559885159243,-0.002547252980059737,99.50258300422486
2020-01-29,97.98999786376953,0.9971507195597664,-0.0028533473667931948,99.47213048301245
2020-01-30,97.87000274658203,0.9959296437351346,-0.004078662712723212,99.35032039816284
2020-01-31,97.38999938964844,0.9910451075253995,-0.008995228508004188,98.86305682438909
2020-02-03,97.80000305175781,0.9952173236250763,-0.004794149969186627,99.27926193373665
2020-02-04,97.95999908447266,0.9968454506036085,-0.003159535475988802,99.44167796180005
2020-02-05,98.2699966430664,0.9999999999999997,1.8778381627448937e-16,99.75636434071724
2020-02-06,98.5,1.0023405247256594,0.0023377899640178736,99.9898465779986
2020-02-07,98.68000030517578,1.0041722160996762,0.00416353653971047,100.17256945006481
2020-02-10,98.83000183105469,1.0056986385175353,0.005682462701383551,100.32483980091857
2020-02-11,98.72000122070312,1.0045792672535765,0.004568814308359467,100.21317539327859
2020-02-12,99.05000305175781,1.0079373810454524,0.007906045740809832,100.54816861619855
2020-02-13,99.06999969482422,1.008140867803868,0.008107909690507911,100.56846771540957
2020-02-14,99.12000274658203,1.0086497011555107,0.008612506816526718,100.61922708062477
2020-02-18,99.45999908447266,1.0121095195080598,0.012036785867586861,100.96436598075435
2020-02-19,99.5999984741211,1.0135341597281764,0.013443391056457882,101.10648290960673
2020-02-20,99.87000274658203,1.0162817356077365,0.016150609542590014,101.3805710901019
2020-02-21,99.26000213623047,1.0100743413756272,0.010023933466833591,100.76134400947714
2020-02-24,99.29000091552734,1.0103796103317852,0.010326112052218275,100.79179653068955
2020-02-25,98.97000122070312,1.0071232787376516,0.007098028028646714,100.46695672977097
2020-02-26,99.0,1.0074285476938094,0.007401091920564705,100.49740925098338
2020-02-27,98.44000244140625,1.001729986813343,0.0017284921097869659,99.9289415355738
2020-02-28,98.12999725341797,0.9985753597798825,-0.001425655984842128,99.61424741186485
2020-03-02,97.36000061035156,0.9907398385692412,-0.00930330326573582,98.83260430317668
2020-03-03,97.1500015258789,0.9886028782390662,-0.011462566684154187,98.6194289098981
2020-03-04,97.33999633789062,0.9905362741737564,-0.009508791430552223,98.81229745917392
2020-03-05,96.81999969482422,0.9852447644471903,-0.014865176854468077,98.28443568697813
2020-03-06,95.94999694824219,0.9763915765332635,-0.02389156756602616,97.4012738478596
2020-03-09,94.9000015258789,0.9657067748823889,-0.03489503651933487,96.33539688146666
2020-03-10,96.41000366210938,0.9810726259845828,-0.019108789552990883,97.86823832242234
2020-03-11,96.51000213623047,0.982090215050799,-0.018072106160171388,97.96974930806094
2020-03-12,97.47000122070312,0.9918592098331996,-0.008174107341021319,98.94426871081667
2020-03-13,98.75,1.004884536209734,0.004872645567205843,100.243627914491
2020-03-16,98.08999633789062,0.998168308625982,-0.0018333709719783623,99.57364146865105
2020-03-17,99.58000183105469,1.0133306729697604,0.01324260138778656,101.08618381039574
2020-03-18,101.16000366210938,1.0294088441820128,0.02898469978889865,102.69008371577762
2020-03-19,102.76000213623047,1.0456905021526808,0.04467743481619811,104.31428272037049
2020-03-20,102.81999969482422,1.0463010400649966,0.04526112544527449,104.3751877627953
2020-03-23,102.48999786376953,1.0429429262731207,0.04204645378613946,104.04019453987534
2020-03-24,101.73999786376953,1.0353108918208949,0.03470176018363559,103.27885053039819
2020-03-25,101.05000305175781,1.0282894729180543,0.02789671583607721,102.57841930813763
2020-03-26,99.41999816894531,1.0117024683541591,0.01163452403513322,100.92376003754056
2020-03-27,98.37000274658203,1.0010176667032844,0.001017149231572088,99.8578830711476
2020-03-30,99.18000030517578,1.009260239067826,0.009217625923951239,100.68013212304956
2020-03-31,99.05000305175781,1.007937381045452,0.007906045740809546,100.54816861619855
2020-04-01,99.66999816894531,1.0142464798382342,0.01414595239416721,101.17754137403294
2020-04-02,100.18000030517578,1.0194362850041272,0.01924981276171958,101.69525746901908
2020-04-03,100.58000183105469,1.0235067189060614,0.02323469073475089,102.10130915636526
2020-04-06,100.69000244140625,1.02462609017002,0.024327755960257283,102.21297356400525
2020-04-07,99.9800033569336,1.0174011068716944,0.01725144134744906,101.49223549774189
2020-04-08,100.12000274658203,1.018825747091811,0.018650735782448028,101.63435242659429
2020-04-09,99.5199966430664,1.012720057420375,0.012639837045596887,101.02527102317916
2020-04-13,99.3499984741211,1.0109901482441004,0.010930195425179723,100.85270157311437
2020-04-14,98.88999938964844,1.0063091764298502,0.006289356895848455,100.38574484334339
2020-04-15,99.45999908447266,1.012109519508059,0.012036785867586186,100.96436598075435
2020-04-16,100.02999877929688,1.0179098625862677,0.017751370579693025,101.54298711816531
2020-04-17,99.77999877929688,1.0153658511021924,0.015248991984919243,101.28920578167293
2020-04-20,99.95999908447266,1.0171975424762094,0.01705133859378852,101.47192865373911
2020-04-21,100.26000213623047,1.0202503873119275,0.020048074928237885,101.7764693554467
2020-04-22,100.38999938964844,1.0215732453343018,0.021343836409604904,101.90843286229767
2020-04-23,100.43000030517578,1.021980296488202,0.02174221222991309,101.94903880551148
2020-04-24,100.37999725341797,1.0214714631365593,0.021244198650915907,101.89827944029628
2020-04-27,100.04000091552734,1.0180116447840102,0.01785135694700501,101.55314054016668
2020-04-28,99.87000274658203,1.0162817356077356,0.016150609542589213,101.3805710901019
2020-04-29,99.56999969482422,1.0132288907720177,0.01314215312102991,101.07603038839434
2020-04-30,99.0199966430664,1.0076320344522245,0.007603057817679146,100.5177083501944
2020-05-01,98.80000305175781,1.0053933695613764,0.005378877428032676,100.29438727970617
2020-05-04,99.4800033569336,1.012313083903544,0.012237894465986414,100.98467282475711
2020-05-05,99.70999908447266,1.0146535309921343,0.014547205444774605,101.21814731724672
2020-05-06,100.08999633789062,1.018520400498584,0.01835098642873649,101.60389216059012
2020-05-07,99.88999938964844,1.0164852223661514,0.01635081621979559,101.40087018931293
2020-05-08,99.7300033569336,1.0148570953876193,0.014747809859968661,101.2384541612495
2020-05-11,100.23999786376953,1.020046822916443,0.01984853106262895,101.7561625114439
2020-05-12,99.93000030517578,1.0168922735200518,0.016751185713567703,101.4414761325267
2020-05-13,100.23999786376953,1.020046822916443,0.019848531062628953,101.7561625114439
2020-05-14,100.47000122070312,1.0223873476421026,0.022140429410123605,101.98964474872527
2020-05-15,100.4000015258789,1.0216750275320443,0.02144346424159999,101.91858628429907
2020-05-18,99.66999816894531,1.014246479838234,0.014145952394167143,101.17754137403294
2020-05-19,99.37000274658203,1.0111937126395854,0.011131526669197847,100.87300841711712
2020-05-20,99.12000274658203,1.00864970115551,0.00861250681652618,100.61922708062477
2020-05-21,99.37000274658203,1.0111937126395854,0.01113152666919779,100.87300841711712
2020-05-22,99.86000061035156,1.0161799534099936,0.01605045297050991,101.37041766810052
2020-05-26,98.91000366210938,1.0065127408253352,0.006491624562385457,100.40605168734615
2020-05-27,99.05999755859375,1.008039085606125,0.008006944300333106,100.55831429340817
2020-05-28,98.37999725341797,1.0011193712639574,0.0011187452350740826,99.86802874835723
2020-05-29,98.33999633789062,1.000712320110057,0.0007120665305011705,99.82742280514344
2020-06-01,97.83000183105469,0.9955225925812333,-0.00448746102798932,99.30971445494905
2020-06-02,97.66999816894531,0.9938943879656319,-0.006124327502000766,99.14729068209388
2020-06-03,97.27999877929688,0.98992573626144,-0.010125352544515409,98.75139241674911
2020-06-04,96.68000030517578,0.9838201242270732,-0.016312199222188233,98.14231875812574
2020-06-05,96.94000244140625,0.9864659179088909,-0.013626502612081518,98.40625351661951
2020-06-08,96.62000274658203,0.9832095863147573,-0.016932970661124983,98.08141371570093
2020-06-09,96.31999969482422,0.9801567414790393,-0.020042779821868226,97.77687301399337
2020-06-10,95.95999908447266,0.9764933587310054,-0.023787329783250592,97.411427269861
2020-06-11,96.7300033569336,0.9843289575787161,-0.015795131315408786,98.19307812334091
2020-06-12,97.31999969482422,0.9903327874153406,-0.009714243434501078,98.79199835996289
2020-06-15,96.68000030517578,0.9838201242270734,-0.01631219922218808,98.14231875812574
2020-06-16,96.95999908447266,0.9866694046673067,-0.013420245335341486,98.42655261583052
2020-06-17,97.16000366210938,0.9887046604368085,-0.011359616388521378,98.62958233189948
2020-06-18,97.41999816894531,0.9913503764815569,-0.008687248631099318,98.89350934560149
2020-06-19,97.62000274658203,0.9933856322510587,-0.006636339619580783,99.09653906167047
2020-06-22,97.04000091552734,0.9874835069751075,-0.012595484143695376,98.50776450225811
2020-06-23,96.69000244140625,0.9839219064248159,-0.016208748468737967,98.15247218012712
2020-06-24,97.1500015258789,0.9886028782390661,-0.01146256668415465,98.6194289098981
2020-06-25,97.43000030517578,0.9914521586792994,-0.008584583644519046,98.90366276760288
2020-06-26,97.5,0.9921644787893578,-0.007866380210224134,98.97472123202908
2020-06-29,97.54000091552734,0.9925715299432581,-0.007456198545945804,99.01532717524287
2020-06-30,97.38999938964844,0.9910451075253992,-0.0089952285080043,98.86305682438909
2020-07-01,97.19999694824219,0.9891116339536399,-0.010948078144317978,98.67018053032152
2020-07-02,97.31999969482422,0.9903327874153408,-0.009714243434500966,98.79199835996289
2020-07-06,96.79000091552734,0.9849394954910323,-0.015175065594124224,98.25398316576572
2020-07-07,96.87999725341797,0.9858553023595062,-0.014245687319540469,98.34534072940293
2020-07-08,96.43000030517578,0.9812761127429984,-0.018901398526993532,97.88853742163336
2020-07-09,96.69999694824219,0.9840236109854893,-0.01610538731380341,98.16261785733676
2020-07-10,96.6500015258789,0.9835148552709158,-0.01662253677200956,98.11186623691334
2020-07-13,96.45999908447266,0.9815813816991564,-0.018590353064463938,97.91898994284576
2020-07-14,96.26000213623047,0.979546203566724,-0.020665872146765824,97.71596797156856
2020-07-15,96.08000183105469,0.977714512192707,-0.022537561384692525,97.53324509950238
2020-07-16,96.3499984741211,0.9804620104351979,-0.01973137919048361,97.80732553520576
2020-07-17,95.94000244140625,0.9762898719725904,-0.02399573669288825,97.39112817064998
2020-07-20,95.83000183105469,0.9751705007086318,-0.025142950751032563,97.27946376300999
2020-07-21,95.12000274658203,0.9679455174103062,-0.032579476956583246,96.55872569674663
2020-07-22,94.97000122070312,0.9664190949924472,-0.034157693105598845,96.40645534589287
2020-07-23,94.69000244140625,0.9635698145522139,-0.03711033443546942,96.12222148818806
2020-07-24,94.44000244140625,0.9610258030681387,-0.039754020145313276,95.8684401516957
2020-07-27,93.66999816894531,0.9531902042204281,-0.047940810540917346,95.08678929821576
2020-07-28,93.76000213623047,0.9541060887259711,-0.046980409601295285,95.17815460664474
2020-07-29,93.26000213623047,0.9490180657578206,-0.05232744392766973,94.67059193365998
2020-07-30,93.0199966430664,0.9465757588344185,-0.05490427050637448,94.42695627437722
2020-07-31,93.48999786376953,0.951358512846411,-0.04986430236063005,94.90406642614958
2020-08-03,93.5,0.9514602950441533,-0.04975732191938435,94.91421984815098
