Date,ZW=F,linear,log_price,base100
2014-03-27,710.5,2.9118852459016327,1.0688007222439526,294.5077720207254
2014-03-28,695.5,2.8504098360655674,1.047462786070295,288.29015544041454
2014-03-31,697.25,2.857581967213108,1.0499758012143956,289.01554404145077
2014-04-01,685.25,2.8084016393442557,1.0326155098896925,284.0414507772021
2014-04-02,669.25,2.7428278688524523,1.0089894571072593,277.40932642487047
2014-04-03,676.0,2.7704918032786816,1.0190248507497615,280.20725388601034
2014-04-04,669.75,2.744877049180321,1.0097362831315155,277.6165803108808
2014-04-07,676.25,2.771516393442616,1.0193946048674887,280.31088082901556
2014-04-08,681.0,2.79098360655737,1.0263940808563097,282.27979274611397
2014-04-09,669.0,2.7418032786885176,1.0086158348350258,277.3056994818653
2014-04-10,662.25,2.7141393442622883,0.9984749028589764,274.5077720207254
2014-04-11,660.25,2.705942622950813,0.9954503258840389,273.678756476684
2014-04-14,678.75,2.7817622950819607,1.0230846459549425,281.34715025906735
2014-04-15,701.75,2.8760245901639276,1.0564089899487892,290.88082901554407
2014-04-16,688.0,2.8196721311475343,1.036620612640141,285.18134715025906
2014-04-17,691.25,2.832991803278682,1.0413333275433418,286.5284974093264
2014-04-21,668.25,2.738729508196715,1.0074941297258255,276.99481865284974
2014-04-22,673.0,2.7581967213114695,1.014577104351525,278.96373056994815
2014-04-23,676.5,2.7725409836065515,1.01976422231764,280.4145077720207
2014-04-24,689.0,2.823770491803273,1.038073045720456,285.59585492227984
2014-04-25,700.25,2.869877049180322,1.0542691888470153,290.25906735751295
2014-04-28,700.25,2.869877049180322,1.0542691888470153,290.25906735751295
2014-04-29,708.0,2.9016393442622888,1.065275868400517,293.47150259067354
2014-04-30,713.0,2.922131147540977,1.0723131951210931,295.5440414507772
2014-05-01,698.75,2.8637295081967147,1.052124799176106,289.6373056994819
2014-05-02,707.75,2.900614754098354,1.064922698698806,293.36787564766837
2014-05-05,721.25,2.955942622950813,1.0838175925291065,298.9637305699482
2014-05-06,731.75,2.9989754098360586,1.0982707002787924,303.3160621761658
2014-05-07,729.75,2.9907786885245833,1.0955337844410213,302.48704663212436
2014-05-08,726.75,2.9784836065573703,1.0914143141457826,301.2435233160622
2014-05-09,714.0,2.9262295081967147,1.0737147370463815,295.95854922279796
2014-05-12,705.5,2.8913934426229444,1.061738545999666,292.43523316062175
2014-05-13,700.0,2.868852459016387,1.053912109750202,290.1554404145078
2014-05-14,681.0,2.7909836065573708,1.0263940808563097,282.27979274611397
2014-05-15,678.25,2.779713114754092,1.0223477262458385,281.139896373057
2014-05-16,674.25,2.763319672131141,1.0164327367266366,279.48186528497405
2014-05-19,674.5,2.764344262295076,1.016803450354608,279.5854922279793
2014-05-20,670.5,2.747950819672125,1.0108554774285305,277.92746113989637
2014-05-21,664.25,2.7223360655737645,1.0014903593467204,275.33678756476684
2014-05-22,659.25,2.701844262295076,0.9939345999401935,273.2642487046632
2014-05-23,652.5,2.674180327868846,0.9836429139036459,270.4663212435233
2014-05-27,641.0,2.627049180327863,0.9658612316274675,265.69948186528495
2014-05-28,638.75,2.6178278688524528,0.9623449162247116,264.76683937823833
2014-05-29,632.5,2.592213114754092,0.9525119953084726,262.1761658031088
2014-05-30,627.25,2.5706967213114695,0.9441769599533291,260.0
2014-06-02,620.75,2.5440573770491746,0.9337601990950734,257.3056994818653
2014-06-03,612.5,2.5102459016393386,0.9203807171256794,253.88601036269432
2014-06-04,614.5,2.518442622950814,0.9236407037128869,254.71502590673575
2014-06-05,605.75,2.4825819672131093,0.9092991344034325,251.0880829015544
2014-06-06,618.25,2.5338114754098306,0.929724681108323,256.26943005181346
2014-06-09,612.5,2.510245901639339,0.9203807171256794,253.88601036269432
2014-06-10,601.25,2.46413934426229,0.9018425961267682,249.22279792746113
2014-06-11,589.25,2.414959016393438,0.8816823165230377,244.24870466321244
2014-06-12,585.25,2.3985655737704867,0.8748708810778173,242.59067357512953
2014-06-13,586.0,2.40163934426229,0.8761515642838099,242.90155440414506
2014-06-16,581.0,2.3811475409836014,0.8675825315587085,240.82901554404143
2014-06-17,581.75,2.3842213114754047,0.8688725768891983,241.139896373057
2014-06-18,587.0,2.4057377049180273,0.8778565945348935,243.31606217616581
2014-06-19,593.5,2.4323770491803223,0.8888689887565198,246.0103626943005
2014-06-20,585.25,2.3985655737704863,0.8748708810778172,242.59067357512953
2014-06-23,579.75,2.376024590163929,0.8654287508424381,240.31088082901553
2014-06-24,571.0,2.340163934426224,0.8502209843628072,236.6839378238342
2014-06-25,575.5,2.3586065573770436,0.8580710028687343,238.54922279792748
2014-06-26,582.25,2.386270491803273,0.8697316834712472,241.34715025906735
2014-06-27,585.25,2.398565573770486,0.8748708810778169,242.59067357512953
2014-06-30,564.75,2.3145491803278633,0.8392149300549093,234.09326424870466
2014-07-01,559.75,2.2940573770491746,0.8303220301856609,232.02072538860102
2014-07-02,561.75,2.30225409836065,0.8338886857722353,232.84974093264248
2014-07-03,568.0,2.3278688524590105,0.8449531934279481,235.44041450777203
2014-07-07,545.0,2.2336065573770436,0.8036175693700408,225.90673575129534
2014-07-08,545.25,2.234631147540978,0.8040761797885352,226.0103626943005
2014-07-09,539.5,2.2110655737704863,0.7934745594049861,223.62694300518135
2014-07-10,536.75,2.1997950819672076,0.7883642114656871,222.48704663212436
2014-07-11,514.75,2.1096311475409784,0.7465131206146955,213.36787564766843
2014-07-14,549.75,2.253073770491798,0.8122954041416673,227.87564766839375
2014-07-15,537.75,2.2038934426229457,0.7902255428546362,222.9015544041451
2014-07-16,538.0,2.20491803278688,0.7906903348685812,223.00518134715026
2014-07-17,550.75,2.2571721311475357,0.8141127603892493,228.2901554404145
2014-07-18,532.25,2.1813524590163884,0.7799450784803856,220.6217616580311
2014-07-21,530.0,2.172131147540979,0.7757087812529644,219.68911917098444
2014-07-22,524.5,2.1495901639344215,0.7652772025431487,217.40932642487047
2014-07-23,530.75,2.175204918032782,0.7771228752901623,220.00000000000003
