Date,SPY,linear,log_price
2003-12-09,70.92178344726562,0.9922841698723002,-0.007745751154725581
2003-12-10,70.91512298583984,0.992190981713238,-0.007839668338879927
2003-12-11,71.71247100830078,1.0033468746153853,0.0033412862960044577
2003-12-12,71.85198211669922,1.005298808952852,0.005284819660657403
2003-12-15,71.4931640625,1.000278497029774,0.00027845825667496913
2003-12-16,71.86527252197266,1.0054847582920114,0.00546977177854676
2003-12-17,72.09119415283203,1.0086456835682376,0.008608523674241789
2003-12-18,72.90180206298828,1.0199870988305795,0.019789979010876223
2003-12-19,72.6988754272461,1.017147902204311,0.017002536388598437
2003-12-22,73.20619201660156,1.024245893769982,0.02395662842531794
2003-12-23,73.2529296875,1.0248998120545343,0.02459486347604269
2003-12-24,73.17950439453125,1.0238725006652867,0.023592007796113385
2003-12-26,73.23291015625,1.0246197138536421,0.024321532874313774
2003-12-29,74.20757293701172,1.0382564612858707,0.03754282675604654
2003-12-30,74.22090148925781,1.038442944348736,0.03772242238058476
2003-12-31,74.28767395019531,1.0393771743236628,0.03862166291587988
2004-01-02,74.25428771972656,1.0389100593361995,0.03817214372742154
2004-01-05,75.06208801269531,1.050212192533782,0.04899223187978848
2004-01-06,75.13548278808594,1.051239076944065,0.04996954171031571
2004-01-07,75.38916015625,1.0547883395887534,0.053340120817721104
2004-01-08,75.68960571289062,1.058991947496959,0.05731746271591122
2004-01-09,75.02869415283203,1.0497449708015776,0.048547249717226765
2004-01-12,75.582763671875,1.0574970941412833,0.055904884077578126
2004-01-13,75.14215087890625,1.0513323718478684,0.050058285333195396
2004-01-14,75.76972961425781,1.0601129807689749,0.058375488075239255
2004-01-15,75.95661163330078,1.062727693204513,0.060838898344180346
2004-01-16,76.25699615478516,1.066930447154789,0.06478578477301328
2004-01-20,76.23696899414062,1.0666502422091555,0.06452312309010516
2004-01-21,76.83782958984375,1.0750570310466017,0.07237371230878498
2004-01-22,76.6375503540039,1.0722548748455274,0.06976379077479318
2004-01-23,76.39049530029297,1.068798266636195,0.06653490201393195
2004-01-26,77.35181427001953,1.082248317516076,0.07904065272204408
2004-01-27,76.55745697021484,1.0711342685524767,0.06871815107039807
2004-01-28,75.68289947509766,1.05889811886945,0.05722885695769878
2004-01-29,75.75633239746094,1.0599255370034388,0.05819865754649826
2004-01-30,75.75633239746094,1.0599255370034388,0.05819865754649826
2004-02-02,76.08346557617188,1.0645025380163395,0.06250758958184693
2004-02-03,75.95661163330078,1.0627276932045129,0.06083889834418012
2004-02-04,75.33575439453125,1.0540411264003982,0.05263146871315169
2004-02-05,75.55609130859375,1.0571239145260702,0.055551932302713894
2004-02-06,76.40392303466797,1.0689861373806957,0.06671066412037391
2004-02-09,76.42393493652344,1.0692661288368466,0.06697255226348486
2004-02-10,76.6708984375,1.0727214561092848,0.07019883638754239
2004-02-11,77.48534393310547,1.0841165639764472,0.08076542857995991
2004-02-12,77.20497131347656,1.080193801482322,0.07714047085461843
2004-02-13,76.85784149169922,1.0753370225027525,0.0726341217507392
2004-02-17,77.55213165283203,1.0850510074408561,0.08162699735364552
2004-02-18,77.21163940429688,1.0802870963861253,0.0772268357967509
2004-02-19,76.92459869384766,1.076271038988197,0.07350232498982473
2004-02-20,76.69094848632812,1.073001981289142,0.07046031014186319
2004-02-23,76.4973373413086,1.070293119991871,0.06793255487566759
2004-02-24,76.36381530761719,1.068424980276241,0.06618558299516406
2004-02-25,76.68427276611328,1.0729085796405975,0.07037325931103741
2004-02-26,76.73102569580078,1.0735627114146322,0.070982754343196
2004-02-27,76.784423828125,1.0743098178582464,0.07167842549086677
2004-03-01,77.54544830322266,1.0849574990475708,0.08154081484047672
2004-03-02,77.09149932861328,1.0786061869465493,0.07566963999442254
2004-03-03,77.23168182373047,1.0805675148212412,0.0774863798079355
2004-03-04,77.43195343017578,1.0833695642775745,0.08007615106283003
2004-03-05,77.69232177734375,1.0870124420602898,0.08343305431118156
2004-03-08,76.74434661865234,1.0737490877327567,0.07115634470735836
2004-03-09,76.43728637695312,1.0694529321339363,0.06714723934695759
2004-03-10,75.15555572509766,1.0515199223581462,0.05023666258897466
2004-03-11,74.18084716796875,1.0378825344574705,0.03718261307747253
2004-03-12,75.15555572509766,1.0515199223581462,0.05023666258897462
2004-03-15,74.23428344726562,1.0386301746247906,0.03790270517838431
2004-03-16,74.62812042236328,1.0441404449099474,0.04319400618847763
2004-03-17,75.46261596679688,1.0558160779569663,0.05431400151359961
2004-03-18,75.48262023925781,1.056095962668376,0.05457905489429377
2004-03-19,74.4007339477539,1.040959024643412,0.04014242732443999
2004-03-22,73.45613861083984,1.0277429582362274,0.027365095141366036
2004-03-23,73.328857421875,1.025962135718894,0.025630841310167
2004-03-24,73.38916015625,1.0268058461532885,0.026452863564366803
2004-03-25,74.36055755615234,1.0403969068362862,0.03960228153554261
2004-03-26,74.38060760498047,1.040677432016143,0.03987187803800161
2004-03-29,75.42571258544922,1.0552997536438125,0.05382485324828891
2004-03-30,75.6802749633789,1.0588613986784794,0.057194178618944866
2004-03-31,75.767333984375,1.06007946292024,0.0583438703333331
2004-04-01,76.222900390625,1.0664534049063945,0.064338568248069
2004-04-02,76.79902648925781,1.0745141272928909,0.07186858479704983
2004-04-05,77.22106170654297,1.0804189261414994,0.07734886049993842
2004-04-06,76.97319793701172,1.0769510029896006,0.07413390316499617
2004-04-07,76.79232788085938,1.074420405410123,0.07178135842379268
2004-04-08,76.61812591552734,1.0719831027344486,0.0695103001498008
2004-04-12,76.91960906982422,1.0762012279274564,0.07343745905697277
