Date,^VIX,linear,log_price,base100
2019-09-20,15.319999694824219,1.090391422551499,0.08653673503716518,100.0
2019-09-23,14.90999984741211,1.0612099391460768,0.05940970918752772,97.3237607338163
2019-09-24,17.049999237060547,1.213523060896754,0.19352774962715313,111.29242543536604
2019-09-25,15.960000038146973,1.1359430477923866,0.12746318505663418,104.17754801613329
2019-09-26,16.06999969482422,1.1437722047449812,0.13433175140382797,104.89556145522239
2019-09-27,17.219999313354492,1.225622710290784,0.20344904976950998,112.40208652988537
2019-09-30,16.239999771118164,1.1558718541390112,0.14485491128463296,106.00522254974172
2019-10-01,18.559999465942383,1.32099638533682,0.2783862892282083,121.14882399255387
2019-10-02,20.559999465942383,1.4633451378527724,0.3807250052562092,134.20365453981353
2019-10-03,19.1200008392334,1.3608541337844182,0.3081125421610247,124.80418550982732
2019-10-04,17.040000915527344,1.2128114365980018,0.19294116577410902,111.22716223867954
2019-10-07,17.860000610351562,1.2711744034088466,0.23994120026738242,116.57964077104694
2019-10-08,20.280000686645508,1.443416399383323,0.36701280322605195,132.3759862312334
2019-10-09,18.639999389648438,1.3266903300072845,0.2826873671580724,121.67101671644198
2019-10-10,17.56999969482422,1.2505337691319458,0.22357047547467648,114.68668436566713
2019-10-11,15.579999923706055,1.1088967766690951,0.10336562619049688,101.69712946515055
2019-10-14,14.569999694824219,1.0370106403580173,0.03634218990643405,95.10443854477762
2019-10-15,13.539999961853027,0.9637010518179107,-0.036974144688414756,88.38120255594681
2019-10-16,13.680000305175781,0.9736654889298101,-0.026687474852614503,89.29504293526517
2019-10-17,13.789999961853027,0.9814946458824045,-0.01867872031625731,90.01305637435428
2019-10-18,14.25,1.0142348616761605,0.014134497359469613,93.01566764922514
2019-10-21,14.0,0.9964412676116664,-0.0035650797399313615,91.38381383081767
2019-10-22,14.460000038146973,1.0291814834054225,0.02876381001353191,94.38642510568853
2019-10-23,14.010000228881836,0.9971530276647682,-0.0028510326692411415,91.44908947756076
2019-10-24,13.710000038146973,0.9758007012119404,-0.024496912998547296,89.49086365046615
2019-10-25,12.649999618530273,0.9003558325125288,-0.10496522433737068,82.57180072140608
2019-10-28,13.109999656677246,0.9330960483062849,-0.06924713776743474,85.57441199627694
2019-10-29,13.199999809265137,0.9395017530298506,-0.06240559421247567,86.16188036690815
2019-10-30,12.329999923706055,0.8775800538306723,-0.13058709836660487,80.48302982585359
2019-10-31,13.220000267028809,0.9409252731360539,-0.060891554732798975,86.29243166039433
2019-11-01,12.300000190734863,0.8754448415485419,-0.13302313146991873,80.28720911065261
2019-11-04,12.829999923706055,0.9131672419596604,-0.09083623667417214,83.7467374626685
2019-11-05,13.100000381469727,0.9323843561303577,-0.07001015002825799,85.50914257456215
2019-11-06,12.619999885559082,0.8982206202303984,-0.10733956131034139,82.37598000620511
2019-11-07,12.729999542236328,0.9060497771829928,-0.09866103274531557,83.0939934452942
2019-11-08,12.069999694824219,0.8590746997130766,-0.15189939952957626,78.78590036070304
2019-11-11,12.6899995803833,0.9032028048477608,-0.10180816069561605,82.83289708335015
2019-11-12,12.680000305175781,0.9024911126718338,-0.10259643627861982,82.76762766163534
2019-11-13,13.0,0.9252668913536903,-0.0776730518936532,84.85639855718784
2019-11-14,13.050000190734863,0.928825623742024,-0.0738342609707893,85.18277056587499
2019-11-15,12.050000190734863,0.8576512474840479,-0.15355773358990665,78.65535529224516
2019-11-18,12.460000038146973,0.8868327308894701,-0.1200988929343281,81.33159455842886
2019-11-19,12.859999656677246,0.9153024542417908,-0.08850071724266509,83.94255817786947
2019-11-20,12.779999732971191,0.9096085095713267,-0.09474098130007433,83.42036545398135
2019-11-21,13.130000114440918,0.9345195684124882,-0.06772271232449747,85.70496328976311
2019-11-22,12.34000015258789,0.878291813883774,-0.129776378512641,80.54830547259668
2019-11-25,11.869999885559082,0.8448398380369163,-0.16860821037480261,77.48041855098273
2019-11-26,11.539999961853027,0.8213522993019581,-0.1968031515808666,75.32637200868714
2019-11-27,11.75,0.83629892103122,-0.17876916876502197,76.69712946515055
2019-11-29,12.619999885559082,0.8982206202303984,-0.10733956131034138,82.37598000620511
2019-12-02,14.90999984741211,1.061209939146077,0.05940970918752757,97.3237607338163
2019-12-03,15.960000038146973,1.1359430477923869,0.12746318505663407,104.17754801613329
2019-12-04,14.800000190734863,1.0533807821934824,0.05200478430237018,96.60574729472721
2019-12-05,14.520000457763672,1.0334519758468579,0.03290463156788334,94.77807276111876
2019-12-06,13.619999885559082,0.9693949964883746,-0.03108311703624045,88.90339527983494
2019-12-09,15.859999656677246,1.1288255830157194,0.12117778520442782,103.52480399875898
2019-12-10,15.680000305175781,1.1160142414457626,0.10976362502981296,102.34987348252484
2019-12-11,14.989999771118164,1.0669038838165412,0.064760887490348,97.84595345770441
2019-12-12,13.9399995803833,0.9921707751702313,-0.007860034124440779,90.99216617538744
2019-12-13,12.630000114440918,0.8989323802835003,-0.10654746393175141,82.4412556529482
2019-12-16,12.140000343322754,0.8640569522076138,-0.14611659544354522,79.24282366287638
2019-12-17,12.289999961853027,0.8747330814954404,-0.13383648888114968,80.22193346390952
2019-12-18,12.579999923706055,0.8953736478951665,-0.11051416414759685,82.11488364426106
2019-12-19,12.5,0.8896797032247024,-0.11689376504693427,81.59269092037292
2019-12-20,12.510000228881836,0.8903914632778039,-0.11609406658046006,81.65796656711602
2019-12-23,12.609999656677246,0.8975088601772968,-0.10813228660459141,82.31070435946202
2019-12-24,12.670000076293945,0.9017793526187322,-0.10338540900052055,82.70235201489226
2019-12-26,12.649999618530273,0.9003558325125289,-0.1049652243373706,82.57180072140608
2019-12-27,13.430000305175781,0.955871894865316,-0.045131376096605266,87.66318911685772
2019-12-30,14.819999694824219,1.054804234422511,0.05335518992059274,96.73629236318509
2019-12-31,13.779999732971191,0.9807828858293028,-0.019404163147675305,89.94778072761119
2020-01-02,12.470000267028809,0.8875444909425718,-0.11929662824954755,81.39687020517195
2020-01-03,14.020000457763672,0.9978647877178698,-0.0021374950979853174,91.51436512430385
2020-01-06,13.850000381469727,0.9857651383238398,-0.014337149178902366,90.40470402978453
2020-01-07,13.789999961853027,0.9814946458824044,-0.018678720316257474,90.01305637435428
2020-01-08,13.449999809265137,0.9572953470943446,-0.04364331748837269,87.79373418531561
2020-01-09,12.539999961853027,0.8925266755599343,-0.11369887719243868,81.85378728231699
2020-01-10,12.5600004196167,0.8939501956661376,-0.11210521490616494,81.98433857580316
2020-01-13,12.319999694824219,0.8768682937775707,-0.13139847602057791,80.4177541791105
2020-01-14,12.390000343322754,0.8818505462721077,-0.12573268600447388,80.87467748128383
2020-01-15,12.420000076293945,0.8839857585542381,-0.12331432670702751,81.07049819648479
2020-01-16,12.319999694824219,0.8768682937775707,-0.13139847602057794,80.4177541791105
2020-01-17,12.100000381469727,0.8612099798723817,-0.14941692522607125,78.98172730093232
2020-01-21,12.850000381469727,0.9145907620658638,-0.0892785683276015,83.87728875615468
2020-01-22,12.90999984741211,0.9188611866301246,-0.08462021631599512,84.26893018655662
2020-01-23,12.979999542236328,0.9238433712474872,-0.07921273334609326,84.72584726370165
2020-01-24,14.5600004196167,1.0362989481820903,0.03565566223317808,95.03916912306283
2020-01-27,18.229999542236328,1.2975088466018623,0.26044615422492245,118.99477745025828
2020-01-28,16.280000686645508,1.1587188943514184,0.14731499339644621,106.26632513671407
2020-01-29,16.389999389648438,1.1665479834268382,0.15404894616128237,106.98433235077486
2020-01-30,15.489999771118164,1.1024910719455294,0.09757223029748444,101.10966109451934
2020-01-31,18.84000015258789,1.3409252595606196,0.2933598678921723,122.97650475119059
2020-02-03,17.969999313354492,1.2790034924842666,0.24608125322962027,117.29764798510773
2020-02-04,16.049999237060547,1.1423486846387783,0.1330863926856657,104.7650101617362
2020-02-05,15.149999618530273,1.0782917731574695,0.07537809742066831,98.89033890548066
2020-02-06,14.960000038146973,1.064768671534411,0.0627575657410729,97.65013274250344
2020-02-07,15.470000267028809,1.1010676197165008,0.09628027249085869,100.97911602606145
2020-02-10,15.039999961853027,1.0704626162048752,0.06809090663013634,98.17232546639157
2020-02-11,15.180000305175781,1.0804270533167746,0.07735638271610046,99.08616584570994
2020-02-12,13.739999771118164,0.977935913494071,-0.022311139219053144,89.68668436566712
2020-02-13,14.149999618530273,1.0071173968994935,0.007092187775065473,92.36292363185083
2020-02-14,13.680000305175781,0.9736654889298104,-0.026687474852614263,89.29504293526517
2020-02-18,14.829999923706055,1.0555159944756132,0.05402974165008295,96.80156800992818
