Date,SPY
1995-01-03,26.44382667541504
1995-01-04,26.57018280029297
1995-01-05,26.57018280029297
1995-01-06,26.597251892089844
1995-01-09,26.624347686767578
1995-01-10,26.651399612426758
1995-01-11,26.66944694519043
1995-01-12,26.678483963012695
1995-01-13,26.994359970092773
1995-01-16,27.156822204589844
1995-01-17,27.16584014892578
1995-01-18,27.13877296447754
1995-01-19,26.98533821105957
1995-01-20,26.886079788208008
1995-01-23,26.96728515625
1995-01-24,27.003393173217773
1995-01-25,27.075590133666992
1995-01-26,27.102664947509766
1995-01-27,27.210966110229492
1995-01-30,27.0936279296875
1995-01-31,27.201934814453125
1995-02-01,27.192909240722656
1995-02-02,27.355361938476562
1995-02-03,27.743446350097656
1995-02-06,27.860774993896484
1995-02-07,27.896881103515625
1995-02-08,27.896881103515625
1995-02-09,27.896881103515625
1995-02-10,27.932979583740234
1995-02-13,27.94199562072754
1995-02-14,27.97811508178711
1995-02-15,28.13152313232422
1995-02-16,28.09544563293457
1995-02-17,27.987133026123047
1995-02-21,27.97811508178711
1995-02-22,28.18568229675293
1995-02-23,28.230810165405273
1995-02-24,28.30301856994629
1995-02-27,28.077369689941406
1995-02-28,28.312034606933594
1995-03-01,28.13152313232422
1995-03-02,28.16764259338379
1995-03-03,28.17667007446289
1995-03-06,28.19471549987793
1995-03-07,27.97811508178711
1995-03-08,28.0502986907959
1995-03-09,28.041278839111328
1995-03-10,28.45645523071289
1995-03-13,28.429365158081055
1995-03-14,28.636951446533203
1995-03-15,28.582801818847656
1995-03-16,28.75425910949707
1995-03-17,28.782861709594727
1995-03-20,28.782861709594727
1995-03-21,28.71026611328125
1995-03-22,28.73751449584961
1995-03-23,28.75564956665039
1995-03-24,29.163990020751953
1995-03-27,29.281944274902344
1995-03-28,29.281944274902344
1995-03-29,29.272878646850586
1995-03-30,29.21844482421875
1995-03-31,29.100467681884766
1995-04-03,29.173057556152344
1995-04-04,29.36363410949707
1995-04-05,29.36363410949707
1995-04-06,29.472517013549805
1995-04-07,29.44528579711914
1995-04-10,29.499719619750977
1995-04-11,29.399906158447266
1995-04-12,29.499719619750977
1995-04-13,29.66306495666504
1995-04-17,29.49066162109375
1995-04-18,29.390846252441406
1995-04-19,29.36363410949707
1995-04-20,29.408981323242188
1995-04-21,29.554170608520508
1995-04-24,29.89898681640625
1995-04-25,29.81731605529785
1995-04-26,29.844547271728516
1995-04-27,29.917137145996094
1995-04-28,29.962491989135742
1995-05-01,29.880828857421875
1995-05-02,29.944360733032227
1995-05-03,30.361753463745117
1995-05-04,30.34361457824707
1995-05-05,30.30730628967285
1995-05-08,30.525102615356445
1995-05-09,30.49785804748535
1995-05-10,30.534156799316406
1995-05-11,30.61585235595703
1995-05-12,30.633975982666016
1995-05-15,30.779165267944336
1995-05-16,30.797313690185547
1995-05-17,30.679349899291992
1995-05-18,30.23471450805664
1995-05-19,30.25286865234375
1995-05-22,30.588613510131836
1995-05-23,30.869905471801758
1995-05-24,30.85177993774414
1995-05-25,30.878995895385742
1995-05-26,30.525102615356445
1995-05-30,30.516006469726562
1995-05-31,31.151199340820312
1995-06-01,31.069507598876953
1995-06-02,31.096765518188477
1995-06-05,31.287309646606445
1995-06-06,31.232885360717773
1995-06-07,31.069507598876953
1995-06-08,30.996938705444336
1995-06-09,30.815471649169922
1995-06-12,30.98788070678711
1995-06-13,31.32360076904297
1995-06-14,31.296371459960938
1995-06-15,31.4324951171875
1995-06-16,31.525802612304688
1995-06-19,31.88176918029785
1995-06-20,31.799625396728516
1995-06-21,31.781375885009766
1995-06-22,32.20124816894531
1995-06-23,32.13734817504883
1995-06-26,31.753999710083008
1995-06-27,31.690105438232422
1995-06-28,31.854393005371094
1995-06-29,31.799625396728516
1995-06-30,31.781375885009766
